Company,Product,TypeName,Inches,ScreenResolution,CPU_Company,CPU_Type,CPU_Frequency (GHz),RAM (GB),Memory Type,Memory Capacity,GPU_Company,GPU_Type,OpSys,Weight (kg),Price (SAR)
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i5 6200U,2.3,4,SSD,256,Intel,HD Graphics 520,Windows 10,2.1,3441.9900000000002
HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,AMD,A6-Series 9220,2.5,4,HDD,1024,AMD,Radeon R4,Windows 10,2.1,1580.0600000000002
Asus,Rog GL552VW-CN470T,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,2.6,16,SSD+HDD,1152,Nvidia,GeForce GTX 960M,Windows 10,2.59,5315.83
HP,EliteBook 1030,Notebook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel,Core M 6Y54,1.1,8,SSD,256,Intel,HD Graphics 515,Windows 10,1.16,6745.030000000001
Dell,Vostro 3559,Notebook,15.6,1366x768,Intel,Core i5 6200U,2.3,4,HDD,500,AMD,Radeon R5 M315,Windows 7,2.24,3053.5255
Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0,4,SSD,128,Intel,HD Graphics 520,Windows 10,2.1,1703.13
HP,Spectre Pro,Ultrabook,13.3,Full HD 1920x1080,Intel,Core i7 6500U,2.5,8,SSD,512,Intel,HD Graphics 520,Windows 10,1.16,7816.93
Lenovo,Yoga Book,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,Intel,Atom x5-Z8550,1.44,4,Flash,64,Intel,HD Graphics 400,Android,0.69,2179.53
Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel,Core i7 7560U,2.4,8,SSD,256,Intel,Iris Plus Graphics 640,Windows 10,1.23,5474.63
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 6820HK,2.7,16,SSD+Hybrid,1280,Nvidia,GeForce GTX 980M,Windows 10,4.6,10917.460299999999
Razer,Blade Stealth,Ultrabook,12.5,Touchscreen / 4K Ultra HD 3840x2160,Intel,Core i7 6500U,2.5,8,SSD,256,Intel,HD Graphics 520,Windows 10,1.25,4085.13
Toshiba,Portege X30-D-10K,Ultrabook,13.3,Full HD 1920x1080,Intel,Core i7 7500U,2.7,16,SSD,512,Intel,HD Graphics 620,Windows 10,1.05,8837.220000000001
Asus,Rog GL752VW-T4308T,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 6700HQ,2.6,8,SSD+HDD,1152,Nvidia,GeForce GTX 960M,Windows 10,3.52,5210.585300000001
Vero,V131 (X5-Z8350/4GB/32GB/FHD/W10),Notebook,13.3,Full HD 1920x1080,Intel,Atom X5-Z8350,1.44,4,Flash,32,Intel,HD Graphics 400,Windows 10,1.35,778.12
HP,Spectre Pro,Notebook,13.3,Full HD 1920x1080,Intel,Core i5 6200U,2.3,8,SSD,256,Intel,HD Graphics 520,Windows 10,1.16,6709.3
HP,EliteBook 1040,Notebook,14.0,Full HD 1920x1080,Intel,Core i5 6200U,2.3,8,SSD,256,Intel,HD Graphics 520,Windows 7,1.43,6006.610000000001
Dell,Latitude E5570,Notebook,15.6,1366x768,Intel,Core i5 6200U,2.3,4,HDD,500,Intel,HD Graphics 520,Linux,2.09,2078.8111
Asus,VivoBook Max,Notebook,15.6,1366x768,Intel,Core i3 7100U,2.4,4,HDD,1024,Intel,HD Graphics 620,Windows 10,2.0,1726.95
Lenovo,ThinkPad Yoga,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 6500U,2.5,8,SSD,256,Intel,HD Graphics 520,Windows 10,1.8,6625.93
Lenovo,Yoga Book,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,Intel,Atom x5-Z8550,1.44,4,Flash,64,Intel,HD Graphics 400,Windows 10,0.69,1901.63
HP,EliteBook 820,Ultrabook,12.5,1366x768,Intel,Core i5 6300U,2.4,8,SSD,256,Intel,HD Graphics 520,Windows 7,1.26,7523.150000000001
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i5 7300HQ,2.5,8,SSD+HDD,1152,Nvidia,GeForce GTX 1060,No OS,2.4,3926.3300000000004
HP,Omen -,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i5 6300HQ,2.3,8,SSD+HDD,1152,Nvidia,GeForce GTX 1060,Windows 10,3.35,4482.13
HP,15-bs078cl (i7-7500U/8GB/2TB/W10),Notebook,15.6,1366x768,Intel,Core i7 7500U,2.7,8,HDD,2048,Intel,HD Graphics 620,Windows 10,2.04,2497.13
Lenovo,ThinkPad P40,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 6600U,2.6,8,SSD,512,Nvidia,Quadro M500M,Windows 7,1.8,8140.008600000001
Asus,L403NA-GA013TS (N3350/4GB/32GB/W10),Notebook,14.0,1366x768,Intel,Celeron Dual Core N3350,1.1,4,Flash,32,Intel,HD Graphics 500,Windows 10,1.5,1103.66
HP,250 G6,Ultrabook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.84,2985.44
Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5,4,HDD,1024,Nvidia,GeForce 940MX,Windows 10,2.23,2445.52
Lenovo,IdeaPad 500-15ISK,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 6500U,2.5,16,Hybrid,1024,AMD,Radeon R7 M360,Windows 10,2.5,4363.030000000001
HP,ZBook 17,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,2.6,8,SSD,256,Nvidia,Quadro M3000M,Windows 7,3.0,15679.118
Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5,8,HDD,1024,AMD,Radeon R7 M445,Windows 10,2.5,3112.48
MSI,GT72S Dominator,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 6820HQ,2.7,16,SSD+HDD,1280,Nvidia,GeForce GTX 980M,Windows 10,3.78,9524.03
HP,EliteBook 850,Ultrabook,15.6,Full HD 1920x1080,Intel,Core i7 6500U,2.5,8,SSD,256,Intel,HD Graphics 520,Windows 7,1.88,8621.7284
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,Intel,Core i7 6600U,2.6,16,SSD,512,Intel,HD Graphics 520,Windows 10,2.8,9686.800000000001
MSI,GP62M 7RDX,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,8,SSD+HDD,1152,Nvidia,GeForce GTX 1050,Windows 10,2.4,4536.916
HP,Spectre Pro,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel,Core i5 6300U,2.4,8,SSD,256,Intel,HD Graphics 520,Windows 10,1.48,6467.13
HP,ZBook 15,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,2.6,8,SSD,256,Nvidia,Quadro M1000M,Windows 7,2.59,8849.130000000001
HP,Spectre Pro,2 in 1 Convertible,13.3,Touchscreen 2560x1440,Intel,Core i7 6600U,2.6,8,SSD,256,Intel,HD Graphics 520,Windows 10,1.48,7142.030000000001
HP,ZBook Studio,Workstation,15.6,Full HD 1920x1080,Intel,Core i7 6700HQ,2.6,8,SSD,256,Nvidia,Quadro M1000M,Windows 7,2.0,7539.030000000001
HP,EliteBook 820,Ultrabook,12.5,Full HD 1920x1080,Intel,Core i7 6500U,2.5,8,SSD,256,Intel,HD Graphics 520,Windows 7,1.26,9118.8915
Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7,8,SSD,256,Nvidia,GeForce 940MX,Windows 10,2.18,4009.303
HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 6200U,2.3,8,SSD,256,Intel,HD Graphics 520,Windows 7,1.88,6268.63
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,Intel,Core i7 6500U,2.5,8,SSD,256,Intel,HD Graphics 520,Windows 10,1.27,9285.83
Lenovo,V110-15ISK (i3-6006U/4GB/1TB/No,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0,4,HDD,1024,Intel,HD Graphics 520,No OS,1.9,1345.8300000000002
HP,15-BA015wm (E2-7110/4GB/500GB/W10),Notebook,15.6,1366x768,AMD,E-Series 7110,1.8,4,HDD,500,AMD,Radeon R2 Graphics,Windows 10,1.86,1179.0900000000001
Lenovo,B51-80 (i5-6200U/8GB/1TB/Radeon,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 6200U,2.3,8,HDD,1024,AMD,Radeon R5 M330,No OS,2.32,2378.03
Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,8,HDD,1024,Nvidia,GeForce GTX 1050Ti,Windows 10,2.62,4760.030000000001
Dell,XPS 15,Notebook,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel,Core i5 6300HQ,2.3,8,SSD,256,Nvidia,GeForce 960M,Windows 10,2.04,8935.1996
HP,15-bw002nv (A6-9220/4GB/256GB/Radeon,Notebook,15.6,Full HD 1920x1080,AMD,A6-Series A6-9220,2.5,4,SSD,256,AMD,Radeon 520,Windows 10,1.91,1901.1933000000001
MSI,GP72M 7REX,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,SSD+HDD,1280,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.7,5926.416
Lenovo,ThinkPad T460s,Ultrabook,14.0,Full HD 1920x1080,Intel,Core i7 6600U,2.6,12,SSD,512,Intel,HD Graphics 520,Windows 7,1.4,9127.03
Lenovo,B51-80 (i5-6200U/8GB/1008GB/Radeon,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 6200U,2.3,8,Hybrid,1024,AMD,Radeon R5 M330,Windows 10,2.5,3130.3053
HP,Spectre Pro,2 in 1 Convertible,13.3,Touchscreen 2560x1440,Intel,Core i7 6600U,2.6,8,SSD,512,Intel,HD Graphics 520,Windows 10,1.48,8102.77
Lenovo,ThinkPad T460,Ultrabook,14.0,Full HD 1920x1080,Intel,Core i7 6600U,2.6,8,SSD,256,Intel,HD Graphics 520,Windows 7,1.7,5951.030000000001
MSI,GS40 Phantom,Gaming,14.0,Full HD 1920x1080,Intel,Core i7 6700HQ,2.6,16,SSD+HDD,1280,Nvidia,GeForce GTX 970M,Windows 10,1.7,7022.93
HP,Pavilion 15-cb003nv,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,8,HDD,1024,Nvidia,GeForce GTX 1050,Windows 10,2.62,3569.03
Lenovo,IdeaPad 310-15ISK,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0,8,HDD,1024,Intel,HD Graphics 520,Windows 10,2.2,1822.23
HP,250 G4,Notebook,15.6,1366x768,Intel,Core i5 6200U,2.3,4,HDD,500,Intel,HD Graphics 520,No OS,2.1,1893.6503
Dell,Inspiron 7567,Gaming,15.6,4K Ultra HD 3840x2160,Intel,Core i7 7700HQ,2.8,8,SSD+HDD,1152,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.62,5947.06
Lenovo,ThinkPad T570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.95,5518.3
Lenovo,320-15ISK (i3-6006U/4GB/1TB/GeForce,Notebook,15.6,Full HD 1920x1080,Intel,Core i3 6006U,2.0,4,HDD,1024,Nvidia,GeForce 920MX,Windows 10,2.2,1857.96
HP,Stream 14-AX000nv,Notebook,14.0,1366x768,Intel,Celeron Dual Core N3060,1.6,2,Flash,32,Intel,HD Graphics 400,Windows 10,1.44,988.5300000000001
MSI,PL60 7RD,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 7500U,2.7,8,HDD,1024,Nvidia,GeForce GTX 1050,Windows 10,2.2,3330.8300000000004
HP,250 G5,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 6500U,2.5,8,SSD,256,Intel,HD Graphics 520,Windows 10,1.96,2695.63
HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 8550U,1.8,16,SSD,512,Intel,UHD Graphics 620,Windows 10,2.1,4601.2300000000005
Asus,X553SA-XX021T (N3050/4GB/500GB/W10),Notebook,15.6,1366x768,Intel,Celeron Dual Core N3050,1.6,4,HDD,500,Intel,HD Graphics,Windows 10,2.2,1464.93
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/No,Notebook,15.6,1366x768,Intel,Core i5 6200U,2.3,4,HDD,500,Intel,HD Graphics 520,No OS,2.1,1580.0600000000002
Lenovo,IdeaPad 510-15IKB,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7,8,HDD,1024,Nvidia,GeForce 940MX,No OS,2.2,2814.73
Asus,UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10),Notebook,14.0,Full HD 1920x1080,Intel,Core i3 7100U,2.4,4,SSD,256,Intel,HD Graphics 620,Windows 10,2.0,3052.9300000000003
Lenovo,B51-80 (i7-6500U/4GB/1008GB/FHD/W7),Notebook,15.6,Full HD 1920x1080,Intel,Core i7 6500U,2.5,4,Hybrid,1024,Intel,HD Graphics 520,Windows 7,2.32,3275.25
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,2.6,16,SSD,512,Nvidia,GeForce GTX 960,Windows 10,3.31,5180.85
MSI,GS60 Ghost,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 6700HQ,2.6,16,SSD+HDD,1152,Nvidia,GeForce GTX 970M,Windows 10,1.91,8548.8789
HP,ProBook 450,Notebook,15.6,1366x768,Intel,Core i3 6100U,2.3,4,HDD,500,Intel,HD Graphics 520,Windows 10,2.07,2580.5
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,Intel,Core i5 6200U,2.3,8,SSD,256,Intel,HD Graphics 520,Windows 10,1.36,6498.89
Lenovo,IdeaPad 310-15IKB,Ultrabook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7,6,SSD,256,Nvidia,GeForce 920M,Windows 10,1.54,3299.07
Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7,8,SSD,256,Nvidia,GeForce GT 940MX,Linux,1.98,3553.1897000000004
Acer,Aspire 3,Notebook,15.6,1366x768,Intel,Celeron Dual Core N3350,2.0,4,HDD,500,Intel,HD Graphics 500,Windows 10,2.1,1322.01
HP,Pavilion 15-BC000nv,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,2.6,6,HDD,1024,Nvidia,GeForce GTX 960M,Windows 10,2.18,3172.03
Asus,Rog GL552VW-DM201T,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,2.6,8,SSD+HDD,1280,Nvidia,GeForce GTX 960M,Windows 10,2.591,3608.73
Dell,Inspiron 5578,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,2.7,16,SSD,512,Intel,HD Graphics 620,Windows 10,2.09,4680.63
Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5,4,SSD,256,Nvidia,GeForce 940MX,Windows 10,2.23,2743.27
Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel,Core i5 6300U,2.4,8,SSD,256,Intel,HD Graphics 520,Linux,1.23,4363.030000000001
Acer,Predator G9-793,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,SSD+HDD,1280,Nvidia,GeForce GTX 1070,Windows 10,4.2,10318.03
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i5 7300HQ,2.5,8,HDD,1024,Nvidia,GeForce GTX 1050,Windows 10,2.4,3251.4300000000003
Samsung,Chromebook Plus,2 in 1 Convertible,12.3,IPS Panel Touchscreen 2400x1600,Samsung,Cortex A72&A53,2.0,4,Flash,32,ARM,Mali T860 MP4,Chrome OS,1.15,2616.23
HP,250 G6,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5,4,HDD,500,Intel,HD Graphics 620,Windows 10,1.86,1925.45
Apple,"MacBook 12""",Ultrabook,12.0,IPS Panel Retina Display 2304x1440,Intel,Core M,1.1,8,Flash,256,Intel,HD Graphics 5300,Mac OS X,0.92,4617.110000000001
Dell,Inspiron 7378,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i5 7200U,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.6,4760.030000000001
HP,Pavilion Power,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,12,SSD+HDD,1152,Nvidia,GeForce GTX 1050,Windows 10,2.21,5268.1900000000005
Lenovo,V110-15ISK (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0,4,HDD,1024,AMD,Radeon R5 M430,No OS,1.9,1460.96
Asus,Rog G752VY-GC229T,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,2.6,16,SSD+HDD,1536,Nvidia,GeForce GTX 980M,Windows 10,4.3,8535.5
Acer,Aspire 3,Notebook,15.6,1366x768,Intel,Celeron Dual Core N3350,2.0,4,HDD,1024,Intel,HD Graphics 500,Linux,2.1,1079.8400000000001
MSI,GS73VR 7RF,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,SSD+HDD,1280,Nvidia,GeForce GTX 1060,Windows 10,2.43,8134.133000000001
Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0,4,SSD,128,AMD,Radeon R7 M440,Windows 10,2.3,1981.0300000000002
Lenovo,IdeaPad 310-15ISK,Notebook,15.6,1366x768,Intel,Core i7 6500U,2.5,8,HDD,500,Nvidia,GeForce 920MX,No OS,2.2,2497.13
Dell,Inspiron 5579,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel,Core i7 8550U,1.8,16,SSD,512,Intel,UHD Graphics 620,Windows 10,2.0,5101.45
Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel,Core i7 7500U,2.7,16,SSD,512,Intel,HD Graphics 620,Windows 10,1.2,10639.6
Asus,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 6700HQ,2.6,8,HDD,1024,Nvidia,GeForce GTX 1060,Windows 10,2.2,4640.93
Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,SSD,256,AMD,Radeon R7 M445,Windows 10,2.36,3529.3300000000004
HP,15-bs025nv (i5-7200U/8GB/256GB/W10),Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.91,2298.63
Lenovo,IdeaPad 320-15AST,Notebook,15.6,1366x768,AMD,E-Series 9000,2.2,4,HDD,500,AMD,Radeon R2 Graphics,Windows 10,2.2,1187.03
Acer,Aspire E5-774G,Notebook,17.3,1600x900,Intel,Core i3 6006U,2.0,8,HDD,1024,Nvidia,GeForce 940MX,Windows 10,3.3,2497.13
Asus,Rog Strix,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,SSD+HDD,1280,Nvidia,GeForce GTX 1070,Windows 10,2.2,9722.53
Apple,"MacBook 12""",Ultrabook,12.0,IPS Panel Retina Display 2304x1440,Intel,Core M,1.2,8,Flash,512,Intel,HD Graphics 515,Mac OS X,0.92,5077.63
Asus,FX502VM-AS73 (i7-7700HQ/16GB/1TB,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,SSD+HDD,1152,Nvidia,GeForce GTX 1060,Windows 10,2.2,6943.530000000001
MSI,GS73VR Stealth,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,2.6,16,SSD+HDD,1280,Nvidia,GeForce GTX 1060,Windows 10,2.43,7737.4903
Dell,Inspiron 7579,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i5 7200U,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,2.191,3966.03
Asus,ROG Strix,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,SSD+HDD,1280,Nvidia,GeForce GTX 1060,Windows 10,2.9,7737.530000000001
Acer,C740-C9QX (3205U/2GB/32GB/Chrome,Netbook,11.6,1366x768,Intel,Celeron Dual Core 3205U,1.5,2,SSD,32,Intel,HD Graphics,Chrome OS,1.3,690.7800000000001
Acer,E5 774G,Notebook,17.3,1600x900,Intel,Core i3 6006U,2.0,4,HDD,1024,Nvidia,GeForce 940MX,Windows 10,3.3,2374.06
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel,Core i5 7200U,2.5,8,HDD,1024,Intel,HD Graphics 620,No OS,2.8,2139.83
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,2.6,8,SSD+HDD,1152,Nvidia,GeForce GTX 960<U+039C>,Windows 10,2.6,5049.84
Acer,SP714-51 (i7-7Y75/8GB/256GB/FHD/W10),2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 7Y75,1.3,8,SSD,256,Intel,HD Graphics 615,Windows 10,1.2,4561.530000000001
Lenovo,Thinkpad T560,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 6600U,2.6,8,SSD,256,Intel,HD Graphics 520,Windows 10,2.3,6070.13
MSI,GP62MVR 6RF,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 6700HQ,2.6,8,SSD+HDD,1152,Nvidia,GeForce GTX 1060,Windows 10,2.2,5860.1567
HP,15-bw009nv (A12-9720P/6GB/1TB/Radeon,Notebook,15.6,Full HD 1920x1080,AMD,A12-Series 9720P,2.7,6,HDD,1024,AMD,Radeon 530,Windows 10,2.1,2100.13
Dell,Latitude E7270,Ultrabook,12.5,Full HD / Touchscreen 1920x1080,Intel,Core i5 6300U,2.4,8,SSD,256,Intel,HD Graphics 520,Windows 7,1.26,6802.0788999999995
Dell,Inspiron 5578,2 in 1 Convertible,15.0,Full HD / Touchscreen 1920x1080,Intel,Core i3 7100U,2.4,4,HDD,500,Intel,HD Graphics 620,Windows 10,2.08,2020.73
Asus,X540SA-RBPDN09 (N3710/4GB/1TB/W10),Notebook,15.6,1366x768,Intel,Pentium Quad Core N3710,1.6,4,HDD,1024,Intel,HD Graphics 405,Windows 10,2.65,1226.73
Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel,Core i7 7500U,2.7,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.29,5863.6900000000005
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5,4,HDD,1024,Intel,HD Graphics 520,Linux,2.18,2071.7842
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 6700HQ,2.6,16,SSD+HDD,1152,Nvidia,GeForce GTX 960M,Windows 10,2.6,4085.13
MSI,GL62M 7RDX,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,8,SSD+HDD,1152,Nvidia,GeForce GTX 1050,Windows 10,2.2,4561.530000000001
Lenovo,ThinkPad Yoga,Netbook,12.5,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 6500U,2.5,16,SSD,512,Intel,HD Graphics 520,Windows 10,1.3,6550.5
Razer,Blade Pro,Gaming,14.0,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,SSD,1024,Nvidia,GeForce GTX 1060,Windows 10,1.95,13891.03
Dell,Inspiron 3567,Notebook,15.6,Touchscreen 1366x768,Intel,Core i3 7100U,2.4,8,HDD,1024,Intel,HD Graphics 620,Windows 10,2.3,1861.9697
MSI,GE72VR Apache,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,SSD+HDD,1280,Nvidia,GeForce GTX 1060,Windows 10,2.7,6344.06
Apple,MacBook Air,Ultrabook,11.6,1366x768,Intel,Core i5,1.6,4,Flash,256,Intel,HD Graphics 6000,Mac OS X,1.08,3807.23
HP,15-bs023nv (i3-6006U/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel,Core i3 6006U,2.0,4,HDD,1024,Intel,HD Graphics 520,Windows 10,2.1,1897.66
HP,EliteBook 840,Ultrabook,14.0,2560x1440,Intel,Core i7 6500U,2.5,8,SSD,256,Intel,HD Graphics 520,Windows 7,1.54,8726.8143
Dell,Vostro 3559,Notebook,15.6,1366x768,Intel,Core i5 6200U,2.3,4,HDD,500,Intel,HD Graphics 520,Windows 7,2.24,2925.8900000000003
MSI,GL62 6QF,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 6700HQ,2.6,8,SSD+HDD,1152,Nvidia,GeForce GTX 960M,Windows 10,2.3,4640.93
Lenovo,ThinkPad 13,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel,Core i7 7500U,2.7,16,SSD,512,Intel,HD Graphics 620,Windows 10,1.4,5951.030000000001
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,Full HD 1920x1080,AMD,A12-Series 9720P,3.6,6,SSD,256,AMD,Radeon 530,Windows 10,2.2,2372.3529000000003
Asus,ZenBook UX310UA-WB71,Ultrabook,13.3,Full HD 1920x1080,Intel,Core i7 6500U,2.5,8,SSD,256,Intel,HD Graphics 520,Windows 10,1.45,5081.6
Acer,Aspire ES1-572,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0,4,HDD,500,Intel,HD Graphics 520,Linux,2.4,1436.346
Dell,Inspiron 7779,2 in 1 Convertible,17.3,Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,2.7,16,SSD,512,Nvidia,GeForce 940MX,Windows 10,2.77,7142.030000000001
HP,EliteBook 840,Notebook,14.0,Full HD 1920x1080,Intel,Core i5 6200U,2.3,4,SSD,256,Intel,HD Graphics 520,Windows 7,1.54,4366.960300000001
Asus,Rog GL553VE-FY052T,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,SSD+HDD,1280,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.5,6352.0
Dell,Latitude 5480,Notebook,14.0,1366x768,Intel,Core i5 7200U,2.5,4,HDD,500,Intel,HD Graphics 620,Windows 10,1.6,3473.75
Asus,Rog GL502VS,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,2.6,16,SSD+HDD,1280,Nvidia,GeForce GTX 1070,Windows 10,2.34,9230.25
Lenovo,V510-15IKB (i5-7200U/8GB/256GB/FHD/No,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,SSD,256,Intel,HD Graphics 620,No OS,2.3,2274.81
Dell,XPS 13,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,Intel,Core i5 7Y54,1.2,8,SSD,256,Intel,HD Graphics 615,Windows 10,1.24,7197.610000000001
